geneid,external_gene_name,entrezgene_id,pvalue.pef,pvalue.ref,pvalue.pef.ref,padj.pef,padj.ref,padj.pef.ref,l2fc.pef,l2fc.ref,l2fc.pef.ref,control_median,hfpef_median,hfref_median,z.pos.pef,z.pos.ref,description
ENSG00000251615,AC104825.1,,0.000202445,0.000133229,0.704281496,0.000465308,0.000470123,0.756009993,0.414492391,0.453909428,-0.039417037,215,278,233.5,3.715946043,3.820412674,novel transcript
ENSG00000261189,AL031058.1,,0.000203161,0.354870867,5.04454E-07,0.000466839,0.457126034,2.4185E-06,0.400327303,-0.10667283,0.507000133,206.5,263,183.5,3.715052777,-0.925182727,"novel transcript, antisense to DSP"
ENSG00000089195,TRMT6,51605,0.000203181,0.72596072,1.27102E-05,0.000466839,0.796267186,4.48725E-05,-0.196394908,0.019686686,-0.216081594,359,290,346.5,-3.715027686,0.350503692,tRNA methyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:20900]
ENSG00000171408,PDE7B,27115,0.000203294,0.230702871,9.32851E-08,0.000467018,0.322450041,5.21149E-07,0.618146247,-0.212668649,0.830814897,700,916,591,3.71488745,-1.198550254,phosphodiesterase 7B [Source:HGNC Symbol;Acc:HGNC:8792]
ENSG00000197959,DNM3,26052,0.000203511,0.000396032,0.948989327,0.000467434,0.001237949,0.961510311,0.351449795,0.357026818,-0.005577022,64,81,72.5,3.714618463,3.542713968,dynamin 3 [Source:HGNC Symbol;Acc:HGNC:29125]
ENSG00000162804,SNED1,25992,0.000203591,8.15361E-06,0.265449656,0.000467538,3.75202E-05,0.334170253,-0.477883521,-0.612332929,0.134449409,359,263,239.5,-3.714518432,-4.461110204,"sushi, nidogen and EGF like domains 1 [Source:HGNC Symbol;Acc:HGNC:24696]"
ENSG00000124535,WRNIP1,56897,0.000204047,0.00033495,0.906614503,0.000468503,0.001068639,0.927560544,0.138116795,0.142187865,-0.00407107,1010.5,1093,1115.5,3.713953015,3.586652589,WRN helicase interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:20876]
ENSG00000135655,USP15,9958,0.000204121,0.162159713,2.61321E-08,0.000468592,0.240783703,1.62912E-07,-0.24740065,0.099167637,-0.346568287,2252.5,1908,2408.5,-3.713861278,1.397844682,ubiquitin specific peptidase 15 [Source:HGNC Symbol;Acc:HGNC:12613]
ENSG00000106266,SNX8,29886,0.000204277,0.016685456,2.09511E-11,0.000468871,0.034548985,2.4697E-10,-0.276083382,0.189015468,-0.46509885,467,374,499.5,-3.713667295,2.393566503,sorting nexin 8 [Source:HGNC Symbol;Acc:HGNC:14972]
ENSG00000277494,GPIHBP1,338328,0.000204566,6.51931E-14,4.79396E-06,0.000469453,1.17356E-12,1.85031E-05,-0.580646585,-1.25136026,0.670713676,758,455,325,-3.713309519,-7.497204853,glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1 [Source:HGNC Symbol;Acc:HGNC:24945]
ENSG00000130508,PXDN,7837,0.000204658,0.866377515,0.000157077,0.000469582,0.903652766,0.0004423,-0.402555377,-0.019429014,-0.383126362,1162,948,1165.5,-3.713196735,-0.168261558,peroxidasin [Source:HGNC Symbol;Acc:HGNC:14966]
ENSG00000131558,EXOC4,60412,0.000204765,0.537627444,3.00244E-06,0.000469747,0.632402629,1.20908E-05,-0.156027027,0.027569303,-0.18359633,1100,994,1128,-3.713064031,0.616404712,exocyst complex component 4 [Source:HGNC Symbol;Acc:HGNC:30389]
ENSG00000108960,MMD,23531,0.000205258,0.587496161,0.000807552,0.000470796,0.676525685,0.00194848,-0.364025189,-0.056614963,-0.307410226,437,334,377.5,-3.712455874,-0.542467979,monocyte to macrophage differentiation associated [Source:HGNC Symbol;Acc:HGNC:7153]
ENSG00000133316,WDR74,54663,0.000205509,0.000369544,0.922517618,0.000471291,0.001165297,0.940016783,-0.187379403,-0.192009292,0.004629889,333,307,317,-3.712146316,-3.560929555,WD repeat domain 74 [Source:HGNC Symbol;Acc:HGNC:25529]
ENSG00000089022,MAPKAPK5,8550,0.000206655,0.000879241,0.871329202,0.000473837,0.002538734,0.898797146,-0.10309306,-0.098841073,-0.004251987,581.5,532,532,-3.710739151,-3.326563144,MAPK activated protein kinase 5 [Source:HGNC Symbol;Acc:HGNC:6889]
ENSG00000163463,KRTCAP2,200185,0.000206784,0.509524482,2.45795E-06,0.000474051,0.606489808,1.01158E-05,0.585305138,-0.112349887,0.697655025,30.5,58,26.5,3.710581181,-0.659578302,keratinocyte associated protein 2 [Source:HGNC Symbol;Acc:HGNC:28942]
ENSG00000198753,PLXNB3,5365,0.000206948,0.00078356,0.886186829,0.000474346,0.00228732,0.911121766,0.574751753,0.554181938,0.020569815,66,98,82,3.710379999,3.358537818,plexin B3 [Source:HGNC Symbol;Acc:HGNC:9105]
ENSG00000112763,BTN2A1,11120,0.000207529,0.000405064,0.947314754,0.000475595,0.001264288,0.960388093,0.137521852,0.139805701,-0.002283849,670,713,723.5,3.709670712,3.53676247,butyrophilin subfamily 2 member A1 [Source:HGNC Symbol;Acc:HGNC:1136]
ENSG00000129197,RPAIN,84268,0.000208031,0.462813279,0.001752996,0.000476663,0.562892467,0.003906165,0.197200026,0.041670734,0.155529292,670.5,786,664.5,3.709058986,0.734222275,RPA interacting protein [Source:HGNC Symbol;Acc:HGNC:28641]
ENSG00000254858,MPV17L2,84769,0.000208203,0.048187216,0.087270632,0.000476975,0.086229414,0.127517636,-0.314817205,-0.178641269,-0.136175936,295.5,228,264.5,-3.708849562,-1.975713665,MPV17 mitochondrial inner membrane protein like 2 [Source:HGNC Symbol;Acc:HGNC:28177]
ENSG00000072121,ZFYVE26,23503,0.000208723,0.764674336,0.000293035,0.000478083,0.827862322,0.000775492,-0.183943399,-0.015809016,-0.168134383,864,743,885.5,-3.708218216,-0.29934826,zinc finger FYVE-type containing 26 [Source:HGNC Symbol;Acc:HGNC:20761]
ENSG00000105609,LILRB5,10990,0.000208791,0.0587832,0.070361661,0.000478157,0.102072306,0.105378694,-0.762970645,-0.413961625,-0.34900902,132,75,104.5,-3.708135131,-1.889811314,leukocyte immunoglobulin like receptor B5 [Source:HGNC Symbol;Acc:HGNC:6609]
ENSG00000070367,EXOC5,10640,0.000210455,0.808265481,2.2375E-05,0.000481885,0.861376258,7.49502E-05,-0.201630496,0.014060922,-0.215691419,2017,1838,2037,-3.706123953,0.24266428,exocyst complex component 5 [Source:HGNC Symbol;Acc:HGNC:10696]
ENSG00000168116,KIAA1586,57691,0.00021063,0.842175814,2.88524E-05,0.000482202,0.886306548,9.44331E-05,-0.27232644,0.015526363,-0.287852804,180.5,161,187,-3.705913679,0.199111132,KIAA1586 [Source:HGNC Symbol;Acc:HGNC:21360]
ENSG00000176209,SMIM19,114926,0.000210735,0.119561186,0.028556964,0.000482359,0.186481515,0.047339563,0.249075537,0.111597642,0.137477895,626.5,727,634.5,3.705787931,1.556618093,small integral membrane protein 19 [Source:HGNC Symbol;Acc:HGNC:25166]
ENSG00000172354,GNB2,2783,0.000211261,0.117629557,0.029428866,0.000483462,0.183783213,0.048578838,-0.176941487,-0.079622323,-0.097319164,1863,1667,1741.5,-3.705155517,-1.564801088,G protein subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:4398]
ENSG00000028137,TNFRSF1B,7133,0.00021129,0.013934603,0.24663455,0.000483462,0.029561775,0.314175855,-0.349404763,-0.247097741,-0.102307022,707,528,559.5,-3.705121386,-2.458944824,TNF receptor superfamily member 1B [Source:HGNC Symbol;Acc:HGNC:11917]
ENSG00000279192,PWAR5,,0.000211779,0.038461663,2.59999E-10,0.000484499,0.071065812,2.45145E-09,-0.730546228,0.433939759,-1.164485987,258.5,165,349,-3.704534586,2.069900503,Prader Willi/Angelman region RNA 5 [Source:HGNC Symbol;Acc:HGNC:30090]
ENSG00000165512,ZNF22,7570,0.000211984,0.241295658,0.008786972,0.000484885,0.335104831,0.016530009,-0.16317732,-0.05497979,-0.10819753,723.5,603,630.5,-3.704289219,-1.171754443,zinc finger protein 22 [Source:HGNC Symbol;Acc:HGNC:13012]
ENSG00000124214,STAU1,6780,0.000212219,4.31517E-06,3.55272E-20,0.000485338,2.09605E-05,2.37175E-18,-0.167027918,0.220584863,-0.387612781,3025,2652,3380,-3.704008633,4.595594381,staufen double-stranded RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11370]
ENSG00000155008,APOOL,139322,0.000212746,0.112579759,0.031418124,0.00048646,0.177101491,0.051504167,-0.212582569,-0.097044133,-0.115538436,2314.5,2037,2102.5,-3.703379411,-1.586703742,apolipoprotein O like [Source:HGNC Symbol;Acc:HGNC:24009]
ENSG00000153790,C7orf31,136895,0.000212865,4.59976E-15,6.66676E-07,0.000486611,9.68427E-14,3.11092E-06,-0.420045015,-0.976862413,0.556817398,54,43,26,-3.70323749,-7.837398747,chromosome 7 open reading frame 31 [Source:HGNC Symbol;Acc:HGNC:21722]
ENSG00000274828,AC068473.5,,0.000212886,0.051952064,0.08007736,0.000486611,0.091889651,0.118281935,0.485170372,0.272077294,0.213093078,60,87,71.5,3.703213458,1.943530751,novel transcript
ENSG00000016391,CHDH,55349,0.000213052,1.41598E-22,6.92857E-13,0.000486907,7.29119E-21,1.13357E-11,-0.671487307,-1.902963073,1.231475767,272.5,191,68,-3.703015708,-9.776813874,choline dehydrogenase [Source:HGNC Symbol;Acc:HGNC:24288]
ENSG00000126870,WDR60,55112,0.000213278,1.4346E-08,0.012341474,0.00048734,1.11847E-07,0.022449593,-0.216035067,-0.352971417,0.13693635,1186.5,1038,927.5,-3.70274668,-5.669206865,WD repeat domain 60 [Source:HGNC Symbol;Acc:HGNC:21862]
ENSG00000079459,FDFT1,2222,0.000213971,0.102274136,0.035943317,0.00048884,0.162915095,0.058112081,0.254905967,0.119922802,0.134983165,1692.5,2186,1888,3.701923514,1.63392721,farnesyl-diphosphate farnesyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:3629]
ENSG00000261188,Z95115.1,,0.00021405,0.699806028,0.000435365,0.000488936,0.774420915,0.001112916,0.368075308,0.041344951,0.326730357,51,64,48.5,3.701830042,0.385582322,"novel transcript, antisense to TFIP11"
ENSG00000158864,NDUFS2,4720,0.000214715,0.667291122,0.000522449,0.000490372,0.746334615,0.001314781,0.180997785,0.022404877,0.158592908,7908,9032,7674,3.701042819,0.429868745,NADH:ubiquinone oxidoreductase core subunit S2 [Source:HGNC Symbol;Acc:HGNC:7708]
ENSG00000077522,ACTN2,88,0.000214834,4.43304E-07,2.6116E-22,0.000490557,2.62798E-06,2.62842E-20,-0.261627777,0.380341201,-0.641968978,97237,75146,115662.5,-3.700903077,5.049354969,actinin alpha 2 [Source:HGNC Symbol;Acc:HGNC:164]
ENSG00000198826,ARHGAP11A,9824,0.00021508,0.117608408,9.73049E-09,0.000491035,0.183771784,6.63942E-08,-0.528138391,0.235421498,-0.763559889,64,45,61.5,-3.70061263,1.56489126,Rho GTPase activating protein 11A [Source:HGNC Symbol;Acc:HGNC:15783]
ENSG00000102393,GLA,2717,0.000215293,2.19225E-12,5.22806E-05,0.000491438,3.10491E-11,0.000162315,-0.234618045,-0.479923478,0.245305433,186.5,166,135,-3.700360725,-7.021674216,galactosidase alpha [Source:HGNC Symbol;Acc:HGNC:4296]
ENSG00000123610,TNFAIP6,7130,0.00021595,0.046090448,4.80854E-10,0.000492854,0.082912877,4.32801E-09,-0.728099449,0.41432151,-1.142420959,59.5,38,72.5,-3.699587246,1.994564052,TNF alpha induced protein 6 [Source:HGNC Symbol;Acc:HGNC:11898]
ENSG00000241644,INMT,11185,0.000216578,0.731324045,1.37702E-05,0.000494201,0.800761555,4.81794E-05,0.372567178,-0.036890754,0.409457931,777.5,943,629.5,3.69885072,-0.343364789,indolethylamine N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:6069]
ENSG00000116670,MAD2L2,10459,0.000217095,0.080587993,0.050509099,0.000495296,0.133044797,0.078628238,-0.2655846,-0.133624595,-0.131960004,235,203,209,-3.698245448,-1.747284545,mitotic arrest deficient 2 like 2 [Source:HGNC Symbol;Acc:HGNC:6764]
ENSG00000102935,ZNF423,23090,0.000217535,0.000502995,0.992096353,0.000496214,0.001536157,0.993714018,0.356735424,0.357624889,-0.000889465,209.5,261,236,3.697731535,3.479156585,zinc finger protein 423 [Source:HGNC Symbol;Acc:HGNC:16762]
ENSG00000268996,MAN1B1-DT,,0.000218108,0.750106887,1.63988E-05,0.000497435,0.815547099,5.65278E-05,0.418360465,-0.038994197,0.457354661,38.5,59,39.5,3.697063751,-0.318498428,MAN1B1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:48715]
ENSG00000073803,MAP3K13,9175,0.00021922,0.993419203,8.41881E-05,0.000499887,0.996118508,0.000250603,-0.197281522,-0.000467574,-0.196813949,264.5,218,247,-3.695771332,-0.008247899,mitogen-activated protein kinase kinase kinase 13 [Source:HGNC Symbol;Acc:HGNC:6852]
ENSG00000197380,DACT3,147906,0.000219738,0.001122477,0.810421419,0.000500982,0.003150666,0.848888161,0.499856577,0.469580123,0.030276454,273.5,429,411.5,3.69517157,3.257880492,dishevelled binding antagonist of beta catenin 3 [Source:HGNC Symbol;Acc:HGNC:30745]
ENSG00000253710,ALG11,440138,0.000219957,0.583687351,4.9148E-06,0.000501395,0.673232024,1.89036E-05,-0.294020981,0.046216134,-0.340237116,159,138,155,-3.694918993,0.548006629,"ALG11 alpha-1,2-mannosyltransferase [Source:HGNC Symbol;Acc:HGNC:32456]"
ENSG00000159267,HLCS,3141,0.000221345,0.000259211,0.825763855,0.000504471,0.000851538,0.861697652,-0.22561051,-0.238276498,0.012665989,347,285,285.5,-3.69332059,-3.652983427,holocarboxylase synthetase [Source:HGNC Symbol;Acc:HGNC:4976]
ENSG00000108557,RAI1,10743,0.000221896,0.471705905,0.001759319,0.000505642,0.571927804,0.003916969,-0.260804091,-0.054140129,-0.206663962,1291.5,1005,1176.5,-3.692688082,-0.719706205,retinoic acid induced 1 [Source:HGNC Symbol;Acc:HGNC:9834]
ENSG00000145934,TENM2,57451,0.000222274,0.356108195,0.003758201,0.000506415,0.458331463,0.007728731,-0.306047934,-0.081501349,-0.224546586,11691.5,9624,10733.5,-3.692255839,-0.922806228,teneurin transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:29943]
ENSG00000090487,SPG21,51324,0.000222392,0.257802098,0.007906386,0.000506591,0.35392176,0.01504172,-0.168342836,-0.054964328,-0.113378508,1211.5,1061,1099.5,-3.692120507,-1.131601289,"SPG21 abhydrolase domain containing, maspardin [Source:HGNC Symbol;Acc:HGNC:20373]"
ENSG00000179335,CLK3,1198,0.000222427,0.023405,0.172197276,0.000506591,0.046304606,0.231028157,0.208581732,0.136565972,0.072015761,657.5,794,693.5,3.692080316,2.266758209,CDC like kinase 3 [Source:HGNC Symbol;Acc:HGNC:2071]
ENSG00000235105,AL356968.2,,0.000222637,9.71036E-06,0.269451117,0.000506981,4.38633E-05,0.338118267,-0.39180634,-0.503537647,0.111731307,94,68,57,-3.691840943,-4.423524599,"amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 2 (ALS2CR2) pseudogene"
ENSG00000100109,TFIP11,24144,0.000224305,0.002539826,0.614497461,0.000510692,0.006563234,0.675403224,-0.244566001,-0.213281566,-0.031284434,752,676,674,-3.689942498,-3.018555855,tuftelin interacting protein 11 [Source:HGNC Symbol;Acc:HGNC:17165]
ENSG00000167515,TRAPPC2L,51693,0.000225773,0.305159741,0.005528778,0.000513947,0.40560752,0.010889521,0.199373308,0.059221266,0.140152042,427,460,426.5,3.688282429,1.025431267,trafficking protein particle complex 2 like [Source:HGNC Symbol;Acc:HGNC:30887]
ENSG00000170889,RPS9,6203,0.000225944,0.497824533,2.38584E-06,0.000514249,0.595819723,9.86797E-06,0.214096963,-0.041946938,0.256043901,5128,5776,5049,3.688089397,-0.677916665,ribosomal protein S9 [Source:HGNC Symbol;Acc:HGNC:10442]
ENSG00000163596,ICA1L,130026,0.000226626,0.007868115,0.360017208,0.000515712,0.01785886,0.432365631,0.300019799,0.230559596,0.069460202,329,388,361.5,3.687322757,2.657677489,islet cell autoantigen 1 like [Source:HGNC Symbol;Acc:HGNC:14442]
ENSG00000064999,ANKS1A,23294,0.000227547,0.056678722,0.076804919,0.000517719,0.09901076,0.113980491,-0.216804016,-0.119431523,-0.097372493,1874,1676,1733,-3.686290007,-1.905780249,ankyrin repeat and sterile alpha motif domain containing 1A [Source:HGNC Symbol;Acc:HGNC:20961]
ENSG00000178605,GTPBP6,8225,0.00022824,3.21332E-08,0.018210487,0.000519208,2.34942E-07,0.031694789,-0.19619341,-0.314048544,0.117855134,1499,1239,1107,-3.685515315,-5.529397618,GTP binding protein 6 (putative) [Source:HGNC Symbol;Acc:HGNC:30189]
ENSG00000196329,GIMAP5,55340,0.000229796,0.003844759,6.06515E-13,0.000522572,0.009501047,1.00468E-11,0.548952107,-0.466654769,1.015606876,44.5,91,34.5,3.683785553,-2.89062553,"GTPase, IMAP family member 5 [Source:HGNC Symbol;Acc:HGNC:18005]"
ENSG00000123091,RNF11,26994,0.000229798,0.993097218,7.81792E-05,0.000522572,0.996021179,0.000234502,-0.207447914,0.00051903,-0.207966944,4418,3678,4081,-3.683782954,0.008651462,ring finger protein 11 [Source:HGNC Symbol;Acc:HGNC:10056]
ENSG00000175182,FAM131A,131408,0.000230258,3.40343E-11,0.000300177,0.000523528,3.96271E-10,0.000792497,-0.214097772,-0.411697671,0.197599899,783,694,584.5,-3.683273842,-6.627966405,family with sequence similarity 131 member A [Source:HGNC Symbol;Acc:HGNC:28308]
ENSG00000123064,DDX54,79039,0.000231171,0.3307558,4.52605E-07,0.000525514,0.4317852,2.19528E-06,-0.199462938,0.056074678,-0.255537616,1095.5,968,1120,-3.682265023,0.972592645,DEAD-box helicase 54 [Source:HGNC Symbol;Acc:HGNC:20084]
ENSG00000165804,ZNF219,51222,0.000231269,0.015882001,0.234791624,0.000525647,0.033070906,0.301232696,-0.249525862,-0.174156887,-0.075368975,1201.5,995,1034,-3.68215705,-2.41161595,zinc finger protein 219 [Source:HGNC Symbol;Acc:HGNC:13011]
ENSG00000260461,AL133355.1,,0.000231939,7.09277E-06,0.229881208,0.000527081,3.31087E-05,0.29604225,-0.229780269,-0.301927429,0.07214716,101.5,85,75.5,-3.681419168,-4.49088553,"novel transcript, overlapping to OBFC1"
ENSG00000173786,CNP,1267,0.000232586,0.240173719,0.00952211,0.000528432,0.33382589,0.017757052,-0.145573598,-0.049489681,-0.096083917,945.5,877,911,-3.680709372,-1.174552693,"2',3'-cyclic nucleotide 3' phosphodiesterase [Source:HGNC Symbol;Acc:HGNC:2158]"
ENSG00000198934,MAGEE1,57692,0.000232613,7.62799E-06,0.243233626,0.000528432,3.53093E-05,0.310617968,0.294589992,0.381104603,-0.086514611,143,191,186.5,3.680679323,4.47536786,MAGE family member E1 [Source:HGNC Symbol;Acc:HGNC:24934]
ENSG00000156299,TIAM1,7074,0.000232827,0.037811327,0.115111495,0.000528827,0.070127528,0.162773413,0.69391894,0.418070861,0.275848079,41.5,65,45,3.6804453,2.076894176,TIAM Rac1 associated GEF 1 [Source:HGNC Symbol;Acc:HGNC:11805]
ENSG00000187514,PTMA,5757,0.000233524,0.126339901,0.028295996,0.00053032,0.195324751,0.046947959,-0.2523524,-0.111702765,-0.140649636,3318,2867,3047.5,-3.679682825,-1.52869569,prothymosin alpha [Source:HGNC Symbol;Acc:HGNC:9623]
ENSG00000080822,CLDND1,56650,0.000233682,0.005646005,0.43619231,0.000530587,0.013327502,0.508005158,-0.194641635,-0.156060058,-0.038581577,1221.5,1065,1074.5,-3.679510757,-2.76766157,claudin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:1322]
ENSG00000170954,ZNF415,55786,0.000234331,4.37942E-05,0.469392238,0.000531969,0.000172745,0.540039916,0.254880488,0.301614708,-0.04673422,527.5,640,600,3.678803522,4.086493394,zinc finger protein 415 [Source:HGNC Symbol;Acc:HGNC:20636]
ENSG00000221978,CCNL2,81669,0.00023507,0.53962392,3.59756E-06,0.000533557,0.633799291,1.42667E-05,0.384326308,-0.06832302,0.452649327,1699.5,2673,1487.5,3.677999628,-0.613381796,cyclin L2 [Source:HGNC Symbol;Acc:HGNC:20570]
ENSG00000160194,NDUFV3,4731,0.000236022,0.152525729,2.67153E-08,0.000535626,0.228470437,1.66002E-07,0.167273324,-0.069451385,0.236724709,1833.5,2021,1780,3.676968393,-1.430666814,NADH:ubiquinone oxidoreductase subunit V3 [Source:HGNC Symbol;Acc:HGNC:7719]
ENSG00000071553,ATP6AP1,537,0.000236128,0.055278114,0.080679163,0.000535774,0.096831454,0.119078178,-0.167126724,-0.092836276,-0.074290448,2526.5,2206,2428,-3.676854379,-1.916683801,ATPase H+ transporting accessory protein 1 [Source:HGNC Symbol;Acc:HGNC:868]
ENSG00000145391,SETD7,80854,0.000238686,0.005666382,1.4043E-12,0.000541487,0.013363728,2.11845E-11,-0.246761635,0.197909179,-0.444670815,4454.5,3569,4853,-3.67410329,2.766487166,"SET domain containing 7, histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:30412]"
ENSG00000100083,GGA1,26088,0.000238815,0.005405432,0.449031965,0.000541687,0.012850732,0.52076732,0.138776822,0.112085181,0.026691641,809.5,894,833.5,3.673965399,2.781824176,"golgi associated, gamma adaptin ear containing, ARF binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17842]"
ENSG00000264112,AC015813.1,,0.000239043,0.467248918,0.00192505,0.00054211,0.567819418,0.004249632,0.628265239,0.132535478,0.495729761,391,832,418,3.67372203,0.726962516,novel transcript
ENSG00000081059,TCF7,6932,0.000239085,0.016725783,0.227637989,0.000542114,0.034627088,0.293477644,0.628645285,0.436735905,0.191909381,63.5,81,77,3.67367693,2.392680848,transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:11639]
ENSG00000167895,TMC8,147138,0.000239942,0.248421857,0.008846567,0.000543965,0.343314717,0.016637406,0.766384743,0.257539348,0.508845395,38.5,58,35,3.672762651,1.154191035,transmembrane channel like 8 [Source:HGNC Symbol;Acc:HGNC:20474]
ENSG00000119574,ZBTB45,84878,0.000240031,0.009681642,0.32766756,0.000544073,0.021469244,0.399546906,0.227677866,0.171250221,0.056427646,167.5,195,191.5,3.672668268,2.586997054,zinc finger and BTB domain containing 45 [Source:HGNC Symbol;Acc:HGNC:23715]
ENSG00000186834,HEXIM1,10614,0.00024037,8.18657E-06,0.24702394,0.000544748,3.76457E-05,0.314521089,-0.237104854,-0.30718689,0.070082036,899,823,744.5,-3.672308107,-4.46024587,HEXIM P-TEFb complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24953]
ENSG00000253719,ATXN7L3B,552889,0.000240435,0.00053271,0.982355401,0.000544804,0.001614658,0.98603424,-0.129948354,-0.130681278,0.000732924,2653.5,2373,2296.5,-3.67223821,-3.463745849,ataxin 7 like 3B [Source:HGNC Symbol;Acc:HGNC:37931]
ENSG00000185813,PCYT2,5833,0.000240755,0.130639624,0.027536105,0.000545435,0.200966583,0.04585899,-0.351843658,-0.154304765,-0.197538893,1179,944,1035.5,-3.671898733,-1.511584393,"phosphate cytidylyltransferase 2, ethanolamine [Source:HGNC Symbol;Acc:HGNC:8756]"
ENSG00000104714,ERICH1,157697,0.000241052,0.313749795,0.005654569,0.000546014,0.414564634,0.011115856,-0.187752694,-0.05481843,-0.132934263,277.5,253,278.5,-3.67158397,-1.007385003,glutamate rich 1 [Source:HGNC Symbol;Acc:HGNC:27234]
ENSG00000100068,LRP5L,91355,0.000241572,0.224192769,0.010929732,0.000547076,0.314941412,0.02014449,0.503055906,0.17829585,0.324760056,49.5,83,51.5,3.671033049,1.215454563,LDL receptor related protein 5 like [Source:HGNC Symbol;Acc:HGNC:25323]
ENSG00000171522,PTGER4,5734,0.00024161,3.2397E-05,0.417632857,0.000547076,0.000132104,0.489894085,0.416768481,0.5024825,-0.085714019,244.5,336,331.5,3.670992776,4.15592789,prostaglandin E receptor 4 [Source:HGNC Symbol;Acc:HGNC:9596]
ENSG00000145979,TBC1D7,51256,0.000241644,0.11057728,0.035034002,0.000547076,0.174426403,0.056766279,0.2703086,0.125375229,0.14493337,362,448,364,3.670956825,1.595603794,TBC1 domain family member 7 [Source:HGNC Symbol;Acc:HGNC:21066]
ENSG00000145979,TBC1D7,107080638,0.000241644,0.11057728,0.035034002,0.000547076,0.174426403,0.056766279,0.2703086,0.125375229,0.14493337,362,448,364,3.670956825,1.595603794,TBC1 domain family member 7 [Source:HGNC Symbol;Acc:HGNC:21066]
ENSG00000181915,ADO,84890,0.000241797,0.001765488,0.719102268,0.000547328,0.004730379,0.769618435,-0.212939346,-0.193390344,-0.019549002,1077,875,862.5,-3.670795721,-3.127085146,2-aminoethanethiol dioxygenase [Source:HGNC Symbol;Acc:HGNC:23506]
ENSG00000147421,HMBOX1,79618,0.000242429,0.720201662,0.000438097,0.000548665,0.79158427,0.001118824,0.241508496,0.025175686,0.21633281,439,518,431.5,3.670128357,0.35818929,homeobox containing 1 [Source:HGNC Symbol;Acc:HGNC:26137]
ENSG00000125656,CLPP,8192,0.000243406,0.783509002,2.27398E-05,0.000550784,0.843305282,7.60952E-05,0.23869398,-0.019084262,0.257778242,620,734,608,3.669099487,-0.274749105,caseinolytic mitochondrial matrix peptidase proteolytic subunit [Source:HGNC Symbol;Acc:HGNC:2084]
ENSG00000197933,ZNF823,55552,0.000244708,0.946169352,0.000125216,0.000553635,0.962691265,0.000360611,0.224312277,0.004458129,0.219854147,95,112,92.5,3.667735788,0.067517975,zinc finger protein 823 [Source:HGNC Symbol;Acc:HGNC:30936]
ENSG00000065243,PKN2,5586,0.000244763,0.850202218,0.000210681,0.000553664,0.891869457,0.000576618,-0.186160474,-0.010209076,-0.175951398,1470,1341,1409.5,-3.667678674,-0.188860417,protein kinase N2 [Source:HGNC Symbol;Acc:HGNC:9406]
ENSG00000168140,VASN,114990,0.000245233,0.006819586,0.403839011,0.000554634,0.015731585,0.476127198,-0.413654221,-0.325275232,-0.088378989,239.5,191,210,-3.667187455,-2.705528199,vasorin [Source:HGNC Symbol;Acc:HGNC:18517]
ENSG00000143499,SMYD2,56950,0.000245526,3.31373E-05,4.97285E-18,0.000555203,0.000134792,2.1311E-16,-0.308319392,0.371802231,-0.680121623,8044,6022,9967,-3.666881722,4.150760035,SET and MYND domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20982]
ENSG00000008710,PKD1,5310,0.000247042,6.30081E-05,2.21589E-17,0.000558535,0.000239227,8.60762E-16,-0.236592933,0.275105784,-0.511698717,5601,4885,6884,-3.665306959,4.001252292,"polycystin 1, transient receptor potential channel interacting [Source:HGNC Symbol;Acc:HGNC:9008]"
ENSG00000130935,NOL11,25926,0.000247244,0.077815934,0.057049762,0.000558896,0.129190787,0.087645984,-0.12980078,-0.066573479,-0.063227301,908,804,811.5,-3.66509803,-1.763501564,nucleolar protein 11 [Source:HGNC Symbol;Acc:HGNC:24557]
ENSG00000112514,CUTA,51596,0.000247627,0.18093309,0.016664861,0.000559667,0.263707745,0.029327417,0.184866588,0.072013701,0.112852887,791.5,872,781.5,3.664701779,1.33788757,cutA divalent cation tolerance homolog [Source:HGNC Symbol;Acc:HGNC:21101]
ENSG00000089280,FUS,2521,0.000247706,0.137755511,0.025860294,0.000559751,0.21008862,0.043356134,0.216977868,0.093657046,0.123320822,3880,4663,3945.5,3.664620161,1.484201352,FUS RNA binding protein [Source:HGNC Symbol;Acc:HGNC:4010]
ENSG00000043143,JADE2,23338,0.000248759,0.495305062,2.68077E-06,0.000562003,0.593441081,1.09481E-05,-0.219240395,0.043432916,-0.262673311,978.5,803,987,-3.663534634,0.68189545,jade family PHD finger 2 [Source:HGNC Symbol;Acc:HGNC:22984]
